activity_id,tenant_id,activity_type,activity_date,outcome,days_to_renewal
act_00882,ten_117,email_sent,2024-06-19,neutral,-82
act_00883,ten_117,support_ticket,2024-05-25,positive,-57
act_00884,ten_118,qbr_completed,2024-05-21,negative,-22
act_00885,ten_118,email_sent,2024-01-29,positive,91
act_00886,ten_118,email_sent,2024-06-20,neutral,-52
act_00887,ten_118,qbr_completed,2024-02-11,no_response,78
act_00888,ten_119,call_completed,2024-02-19,negative,99
act_00889,ten_119,email_sent,2024-03-01,neutral,88
act_00890,ten_119,meeting_held,2024-05-27,no_response,1
act_00891,ten_119,meeting_held,2024-02-10,positive,108
act_00892,ten_119,support_ticket,2024-01-30,neutral,119
act_00893,ten_119,call_completed,2024-04-21,neutral,37
act_00894,ten_119,qbr_completed,2024-01-14,neutral,135
act_00895,ten_119,qbr_completed,2024-02-04,neutral,114
act_00896,ten_119,qbr_completed,2024-06-18,neutral,-21
act_00897,ten_120,qbr_completed,2024-02-18,neutral,170
act_00898,ten_120,meeting_held,2024-05-27,no_response,71
act_00899,ten_120,call_completed,2024-04-16,negative,112
act_00900,ten_120,call_completed,2024-03-17,negative,142
act_00901,ten_120,meeting_held,2024-06-05,neutral,62
act_00902,ten_120,qbr_completed,2024-02-24,positive,164
act_00903,ten_120,call_completed,2024-03-10,negative,149
act_00904,ten_120,qbr_completed,2024-01-30,negative,189
act_00905,ten_120,support_ticket,2024-01-13,positive,206
act_00906,ten_120,call_completed,2024-03-28,neutral,131
act_00907,ten_120,qbr_completed,2024-01-10,positive,209
act_00908,ten_120,meeting_held,2024-01-26,negative,193
act_00909,ten_120,call_completed,2024-05-24,no_response,74
act_00910,ten_120,email_sent,2024-01-15,neutral,204
act_00911,ten_120,qbr_completed,2024-03-22,negative,137
act_00912,ten_120,qbr_completed,2024-03-09,no_response,150
act_00913,ten_120,email_sent,2024-02-12,positive,176
act_00914,ten_120,call_completed,2024-02-25,no_response,163
act_00915,ten_120,support_ticket,2024-05-02,negative,96
act_00916,ten_121,call_completed,2024-04-06,positive,100
act_00917,ten_121,email_sent,2024-04-16,neutral,90
act_00918,ten_121,meeting_held,2024-03-08,neutral,129
act_00919,ten_121,call_completed,2024-04-26,no_response,80
act_00920,ten_121,qbr_completed,2024-01-31,no_response,166
act_00921,ten_121,email_sent,2024-01-29,positive,168
act_00922,ten_121,call_completed,2024-04-27,positive,79
act_00923,ten_121,qbr_completed,2024-05-19,positive,57
act_00924,ten_121,support_ticket,2024-04-17,positive,89
act_00925,ten_122,call_completed,2024-05-22,negative,61
act_00926,ten_122,meeting_held,2024-01-15,positive,189
act_00927,ten_122,qbr_completed,2024-02-25,no_response,148
act_00928,ten_122,email_sent,2024-05-28,positive,55
act_00929,ten_123,support_ticket,2024-05-23,positive,-25
act_00930,ten_123,call_completed,2024-04-28,negative,0
act_00931,ten_123,meeting_held,2024-06-20,negative,-53
act_00932,ten_123,support_ticket,2024-01-10,positive,109
act_00933,ten_123,email_sent,2024-03-05,positive,54
act_00934,ten_123,qbr_completed,2024-04-06,neutral,22
act_00935,ten_123,call_completed,2024-04-27,positive,1
act_00936,ten_123,support_ticket,2024-03-14,neutral,45
act_00937,ten_123,support_ticket,2024-01-21,positive,98
act_00938,ten_123,qbr_completed,2024-01-19,positive,100
act_00939,ten_123,call_completed,2024-02-13,no_response,75
act_00940,ten_123,qbr_completed,2024-06-17,positive,-50
act_00941,ten_123,qbr_completed,2024-03-03,positive,56
act_00942,ten_123,email_sent,2024-05-02,positive,-4
act_00943,ten_123,qbr_completed,2024-04-15,positive,13
act_00944,ten_123,meeting_held,2024-02-24,neutral,64
act_00945,ten_123,qbr_completed,2024-06-06,positive,-39
act_00946,ten_124,call_completed,2024-02-16,positive,292
act_00947,ten_124,email_sent,2024-03-05,positive,274
act_00948,ten_124,meeting_held,2024-03-04,negative,275
act_00949,ten_124,call_completed,2024-02-14,positive,294
act_00950,ten_124,support_ticket,2024-01-10,positive,329
act_00951,ten_124,support_ticket,2024-05-04,positive,214
act_00952,ten_124,support_ticket,2024-04-21,positive,227
act_00953,ten_124,email_sent,2024-05-01,no_response,217
act_00954,ten_124,qbr_completed,2024-05-25,negative,193
act_00955,ten_124,qbr_completed,2024-05-01,positive,217
act_00956,ten_124,email_sent,2024-06-30,no_response,157
act_00957,ten_125,email_sent,2024-03-21,negative,217
act_00958,ten_125,email_sent,2024-01-26,neutral,272
act_00959,ten_125,email_sent,2024-01-25,neutral,273
act_00960,ten_125,email_sent,2024-02-06,positive,261
act_00961,ten_125,qbr_completed,2024-03-09,neutral,229
act_00962,ten_126,email_sent,2024-01-07,negative,97
act_00963,ten_126,call_completed,2024-01-30,negative,74
act_00964,ten_126,support_ticket,2024-01-20,no_response,84
act_00965,ten_126,support_ticket,2024-01-17,negative,87
act_00966,ten_126,meeting_held,2024-01-21,no_response,83
act_00967,ten_127,support_ticket,2024-04-19,neutral,138
act_00968,ten_127,support_ticket,2024-03-27,positive,161
act_00969,ten_127,meeting_held,2024-06-25,positive,71
act_00970,ten_127,support_ticket,2024-03-16,positive,172
act_00971,ten_127,meeting_held,2024-03-22,positive,166
act_00972,ten_127,support_ticket,2024-04-30,positive,127
act_00973,ten_127,support_ticket,2024-03-17,neutral,171
act_00974,ten_127,qbr_completed,2024-03-09,positive,179
act_00975,ten_128,call_completed,2024-05-06,neutral,-87
act_00976,ten_128,email_sent,2024-05-18,positive,-99
act_00977,ten_128,meeting_held,2024-04-07,neutral,-58
act_00978,ten_128,call_completed,2024-06-02,negative,-114
act_00979,ten_128,qbr_completed,2024-04-06,neutral,-57
act_00980,ten_128,call_completed,2024-05-10,neutral,-91
act_00981,ten_128,support_ticket,2024-05-10,positive,-91
act_00982,ten_128,support_ticket,2024-06-07,positive,-119
act_00983,ten_128,meeting_held,2024-04-26,neutral,-77
act_00984,ten_128,email_sent,2024-01-05,neutral,35
act_00985,ten_128,email_sent,2024-01-22,neutral,18
act_00986,ten_128,meeting_held,2024-01-10,neutral,30
act_00987,ten_128,support_ticket,2024-03-18,positive,-38
act_00988,ten_129,qbr_completed,2024-03-08,neutral,121
act_00989,ten_129,call_completed,2024-05-01,positive,67
act_00990,ten_129,call_completed,2024-01-26,positive,163
act_00991,ten_129,support_ticket,2024-02-13,neutral,145
act_00992,ten_129,email_sent,2024-01-29,positive,160
act_00993,ten_129,email_sent,2024-02-08,neutral,150
act_00994,ten_129,support_ticket,2024-01-22,neutral,167
act_00995,ten_129,qbr_completed,2024-01-25,neutral,164
act_00996,ten_129,email_sent,2024-04-30,negative,68
act_00997,ten_129,support_ticket,2024-04-13,neutral,85
act_00998,ten_130,qbr_completed,2024-01-19,neutral,327
act_00999,ten_130,support_ticket,2024-05-25,positive,200
act_01000,ten_130,call_completed,2024-02-07,positive,308
act_01001,ten_130,email_sent,2024-05-02,negative,223
act_01002,ten_130,call_completed,2024-06-24,no_response,170
act_01003,ten_130,qbr_completed,2024-03-09,negative,277
act_01004,ten_130,call_completed,2024-03-29,positive,257
act_01005,ten_130,meeting_held,2024-05-28,neutral,197
act_01006,ten_130,support_ticket,2024-05-22,neutral,203
act_01007,ten_130,call_completed,2024-04-02,neutral,253
act_01008,ten_130,support_ticket,2024-05-27,negative,198
act_01009,ten_130,support_ticket,2024-04-14,neutral,241
act_01010,ten_131,email_sent,2024-03-10,positive,-56
act_01011,ten_132,support_ticket,2024-03-03,negative,176
act_01012,ten_132,qbr_completed,2024-01-22,no_response,217
act_01013,ten_132,meeting_held,2024-06-13,no_response,74
act_01014,ten_132,email_sent,2024-01-24,positive,215
act_01015,ten_132,support_ticket,2024-05-20,neutral,98
act_01016,ten_132,meeting_held,2024-02-07,positive,201
act_01017,ten_133,email_sent,2024-01-30,positive,127
act_01018,ten_133,email_sent,2024-05-22,positive,14
act_01019,ten_133,email_sent,2024-05-18,positive,18
act_01020,ten_133,support_ticket,2024-03-06,neutral,91
act_01021,ten_133,call_completed,2024-05-12,negative,24
act_01022,ten_134,call_completed,2024-01-06,neutral,352
act_01023,ten_134,meeting_held,2024-01-27,neutral,331
act_01024,ten_134,support_ticket,2024-04-17,neutral,250
act_01025,ten_134,email_sent,2024-01-18,negative,340
act_01026,ten_135,meeting_held,2024-01-16,no_response,236
act_01027,ten_135,qbr_completed,2024-02-01,neutral,220
act_01028,ten_135,qbr_completed,2024-05-20,neutral,111
act_01029,ten_135,email_sent,2024-01-18,negative,234
act_01030,ten_135,support_ticket,2024-01-28,positive,224
act_01031,ten_135,qbr_completed,2024-01-29,neutral,223
act_01032,ten_135,email_sent,2024-02-19,positive,202
act_01033,ten_135,qbr_completed,2024-02-20,positive,201
act_01034,ten_135,meeting_held,2024-01-03,positive,249
act_01035,ten_135,call_completed,2024-02-08,no_response,213
act_01036,ten_135,email_sent,2024-03-04,positive,188
act_01037,ten_135,meeting_held,2024-04-11,negative,150
act_01038,ten_136,call_completed,2024-01-18,negative,104
act_01039,ten_136,qbr_completed,2024-01-06,no_response,116
act_01040,ten_136,email_sent,2024-01-16,no_response,106
act_01041,ten_136,email_sent,2024-01-04,no_response,118
act_01042,ten_136,qbr_completed,2024-01-11,neutral,111
act_01043,ten_137,call_completed,2024-02-15,positive,18
act_01044,ten_137,meeting_held,2024-01-31,no_response,33
act_01045,ten_138,call_completed,2024-05-30,negative,-139
act_01046,ten_138,call_completed,2024-02-03,neutral,-22
act_01047,ten_138,email_sent,2024-06-03,positive,-143
act_01048,ten_138,support_ticket,2024-02-14,positive,-33
act_01049,ten_138,qbr_completed,2024-01-15,positive,-3
act_01050,ten_138,call_completed,2024-05-28,positive,-137
act_01051,ten_139,qbr_completed,2024-02-23,neutral,231
act_01052,ten_139,call_completed,2024-06-18,no_response,115
act_01053,ten_139,meeting_held,2024-02-17,neutral,237
act_01054,ten_139,meeting_held,2024-01-14,positive,271
act_01055,ten_139,call_completed,2024-06-25,neutral,108
act_01056,ten_139,meeting_held,2024-05-24,positive,140
act_01057,ten_139,email_sent,2024-02-15,neutral,239
act_01058,ten_139,meeting_held,2024-05-14,positive,150
act_01059,ten_139,meeting_held,2024-02-21,negative,233
act_01060,ten_140,qbr_completed,2024-06-04,neutral,151
act_01061,ten_140,support_ticket,2024-06-28,neutral,127
act_01062,ten_140,qbr_completed,2024-06-07,no_response,148
act_01063,ten_140,email_sent,2024-03-14,positive,233
act_01064,ten_140,meeting_held,2024-03-21,positive,226
act_01065,ten_140,email_sent,2024-01-16,positive,291
act_01066,ten_141,support_ticket,2024-01-03,negative,12
act_01067,ten_141,meeting_held,2024-01-03,negative,12
act_01068,ten_141,call_completed,2024-01-03,no_response,12
act_01069,ten_141,support_ticket,2024-01-02,no_response,13
act_01070,ten_141,qbr_completed,2024-01-02,negative,13
act_01071,ten_141,qbr_completed,2024-01-02,no_response,13
act_01072,ten_141,email_sent,2024-01-02,no_response,13
act_01073,ten_141,email_sent,2024-01-03,negative,12
act_01074,ten_141,call_completed,2024-01-02,neutral,13
act_01075,ten_141,call_completed,2024-01-04,no_response,11
act_01076,ten_141,meeting_held,2024-01-04,negative,11
act_01077,ten_141,support_ticket,2024-01-03,neutral,12
act_01078,ten_142,meeting_held,2024-01-11,no_response,206
act_01079,ten_143,email_sent,2024-01-12,no_response,247
act_01080,ten_143,call_completed,2024-04-22,neutral,146
act_01081,ten_143,support_ticket,2024-03-03,no_response,196
act_01082,ten_143,meeting_held,2024-03-25,neutral,174
act_01083,ten_143,meeting_held,2024-04-08,neutral,160
act_01084,ten_143,support_ticket,2024-02-01,negative,227
act_01085,ten_143,email_sent,2024-03-16,neutral,183
act_01086,ten_143,email_sent,2024-04-29,positive,139
act_01087,ten_143,qbr_completed,2024-05-12,neutral,126
act_01088,ten_143,qbr_completed,2024-02-22,negative,206
act_01089,ten_143,call_completed,2024-01-29,neutral,230
act_01090,ten_144,qbr_completed,2024-03-27,no_response,-54
act_01091,ten_144,support_ticket,2024-05-04,neutral,-92
act_01092,ten_144,support_ticket,2024-05-14,neutral,-102
act_01093,ten_144,qbr_completed,2024-01-23,neutral,10
act_01094,ten_145,support_ticket,2024-02-19,neutral,-11
act_01095,ten_145,qbr_completed,2024-05-14,positive,-96
act_01096,ten_145,meeting_held,2024-05-15,neutral,-97
act_01097,ten_145,support_ticket,2024-03-27,neutral,-48
act_01098,ten_146,email_sent,2024-05-20,positive,160
act_01099,ten_146,qbr_completed,2024-01-31,negative,270
act_01100,ten_147,call_completed,2024-02-23,neutral,-2
act_01101,ten_148,call_completed,2024-05-10,positive,82
act_01102,ten_148,call_completed,2024-05-16,positive,76
act_01103,ten_148,meeting_held,2024-04-10,negative,112
act_01104,ten_148,email_sent,2024-02-03,positive,179
act_01105,ten_148,email_sent,2024-05-04,neutral,88
act_01106,ten_148,support_ticket,2024-02-23,positive,159
act_01107,ten_148,support_ticket,2024-06-10,positive,51
act_01108,ten_148,qbr_completed,2024-01-26,positive,187
act_01109,ten_148,email_sent,2024-02-15,no_response,167
act_01110,ten_149,meeting_held,2024-04-10,negative,31
act_01111,ten_149,call_completed,2024-04-29,neutral,12
act_01112,ten_149,support_ticket,2024-04-24,no_response,17
act_01113,ten_149,qbr_completed,2024-06-26,no_response,-46
act_01114,ten_150,support_ticket,2024-06-25,neutral,-128
act_01115,ten_150,email_sent,2024-01-28,positive,21
act_01116,ten_150,email_sent,2024-03-06,positive,-17
act_01117,ten_150,email_sent,2024-02-28,positive,-10
act_01118,ten_150,call_completed,2024-02-09,positive,9
act_01119,ten_151,email_sent,2024-05-21,negative,28
act_01120,ten_151,email_sent,2024-02-25,no_response,114
act_01121,ten_151,qbr_completed,2024-05-30,positive,19
act_01122,ten_151,call_completed,2024-04-02,negative,77
act_01123,ten_151,meeting_held,2024-02-17,neutral,122
act_01124,ten_152,email_sent,2024-01-29,negative,120
act_01125,ten_152,support_ticket,2024-01-23,positive,126
act_01126,ten_152,support_ticket,2024-04-22,no_response,36
act_01127,ten_152,meeting_held,2024-06-04,positive,-7
act_01128,ten_152,qbr_completed,2024-03-25,positive,64
act_01129,ten_152,support_ticket,2024-06-04,negative,-7
act_01130,ten_152,qbr_completed,2024-03-06,no_response,83
act_01131,ten_152,support_ticket,2024-01-11,neutral,138
act_01132,ten_152,call_completed,2024-03-20,positive,69
act_01133,ten_152,qbr_completed,2024-01-09,positive,140
act_01134,ten_152,qbr_completed,2024-03-20,positive,69
act_01135,ten_152,meeting_held,2024-01-02,neutral,147
act_01136,ten_152,meeting_held,2024-02-13,neutral,105
act_01137,ten_152,qbr_completed,2024-02-20,neutral,98
act_01138,ten_152,support_ticket,2024-02-07,positive,111
act_01139,ten_152,meeting_held,2024-02-29,positive,89
act_01140,ten_152,email_sent,2024-05-10,neutral,18
act_01141,ten_152,email_sent,2024-01-19,positive,130
act_01142,ten_152,meeting_held,2024-04-25,neutral,33
act_01143,ten_153,support_ticket,2024-04-06,positive,-40
act_01144,ten_154,support_ticket,2024-01-05,no_response,284
act_01145,ten_154,meeting_held,2024-05-21,positive,147
act_01146,ten_155,call_completed,2024-06-26,positive,-18
act_01147,ten_155,qbr_completed,2024-06-22,positive,-14
act_01148,ten_155,support_ticket,2024-01-05,positive,155
act_01149,ten_155,meeting_held,2024-02-20,neutral,109
act_01150,ten_155,meeting_held,2024-06-13,positive,-5
act_01151,ten_156,call_completed,2024-05-03,neutral,-50
act_01152,ten_156,support_ticket,2024-02-03,positive,40
act_01153,ten_156,support_ticket,2024-04-20,neutral,-37
act_01154,ten_156,meeting_held,2024-03-05,neutral,9
act_01155,ten_156,qbr_completed,2024-01-10,no_response,64
act_01156,ten_157,meeting_held,2024-01-24,positive,58
act_01157,ten_158,call_completed,2024-04-30,positive,197
act_01158,ten_158,support_ticket,2024-03-10,positive,248
act_01159,ten_158,meeting_held,2024-03-11,neutral,247
act_01160,ten_158,email_sent,2024-05-27,positive,170
act_01161,ten_158,qbr_completed,2024-03-10,positive,248
act_01162,ten_158,support_ticket,2024-01-16,positive,302
act_01163,ten_158,call_completed,2024-02-11,negative,276
act_01164,ten_158,call_completed,2024-05-12,neutral,185
act_01165,ten_158,qbr_completed,2024-06-20,negative,146
act_01166,ten_158,call_completed,2024-06-20,positive,146
act_01167,ten_158,support_ticket,2024-03-09,positive,249
act_01168,ten_158,meeting_held,2024-03-24,positive,234
act_01169,ten_159,meeting_held,2024-02-29,positive,81
act_01170,ten_159,call_completed,2024-03-03,positive,78
act_01171,ten_159,call_completed,2024-05-11,positive,9
act_01172,ten_159,qbr_completed,2024-01-25,negative,116
act_01173,ten_159,support_ticket,2024-04-28,neutral,22
act_01174,ten_159,meeting_held,2024-01-15,no_response,126
act_01175,ten_160,meeting_held,2024-02-24,neutral,196
act_01176,ten_161,email_sent,2024-02-05,negative,70
act_01177,ten_161,qbr_completed,2024-04-19,no_response,-4
act_01178,ten_161,call_completed,2024-05-05,neutral,-20
act_01179,ten_161,support_ticket,2024-02-26,neutral,49
act_01180,ten_161,qbr_completed,2024-02-23,positive,52
act_01181,ten_161,meeting_held,2024-01-27,positive,79
act_01182,ten_161,meeting_held,2024-05-03,no_response,-18
act_01183,ten_161,call_completed,2024-06-17,neutral,-63
act_01184,ten_161,meeting_held,2024-04-28,positive,-13
act_01185,ten_162,meeting_held,2024-05-23,neutral,112
act_01186,ten_162,email_sent,2024-02-29,neutral,196
act_01187,ten_162,email_sent,2024-03-02,negative,194
act_01188,ten_163,meeting_held,2024-05-11,neutral,51
act_01189,ten_163,support_ticket,2024-03-02,neutral,121
act_01190,ten_163,meeting_held,2024-05-06,no_response,56
act_01191,ten_163,meeting_held,2024-04-23,no_response,69
act_01192,ten_163,call_completed,2024-03-30,positive,93
act_01193,ten_164,meeting_held,2024-05-26,no_response,149
act_01194,ten_164,call_completed,2024-02-11,positive,254
act_01195,ten_164,qbr_completed,2024-06-26,positive,118
act_01196,ten_164,call_completed,2024-06-03,positive,141
act_01197,ten_165,call_completed,2024-05-23,no_response,24
act_01198,ten_165,meeting_held,2024-06-02,positive,14
act_01199,ten_166,qbr_completed,2024-01-12,positive,114
act_01200,ten_166,qbr_completed,2024-02-03,neutral,92
act_01201,ten_166,support_ticket,2024-06-27,neutral,-53
act_01202,ten_166,support_ticket,2024-02-06,positive,89
act_01203,ten_166,qbr_completed,2024-01-15,neutral,111
act_01204,ten_166,email_sent,2024-03-02,negative,64
act_01205,ten_167,email_sent,2024-05-20,positive,-26
act_01206,ten_168,qbr_completed,2024-05-09,neutral,50
act_01207,ten_168,call_completed,2024-05-18,neutral,41
act_01208,ten_168,support_ticket,2024-05-11,neutral,48
act_01209,ten_168,call_completed,2024-05-02,neutral,57
act_01210,ten_168,support_ticket,2024-06-01,positive,27
act_01211,ten_168,support_ticket,2024-02-12,positive,137
act_01212,ten_168,call_completed,2024-05-29,no_response,30
act_01213,ten_168,meeting_held,2024-01-23,positive,157
act_01214,ten_168,call_completed,2024-04-12,positive,77
act_01215,ten_168,call_completed,2024-03-18,neutral,102
act_01216,ten_168,meeting_held,2024-04-07,neutral,82
act_01217,ten_168,support_ticket,2024-02-09,positive,140
act_01218,ten_169,qbr_completed,2024-06-09,positive,-81
act_01219,ten_169,qbr_completed,2024-06-01,neutral,-73
act_01220,ten_169,email_sent,2024-01-14,positive,66
act_01221,ten_169,call_completed,2024-03-25,neutral,-5
act_01222,ten_169,call_completed,2024-02-24,positive,25
act_01223,ten_170,meeting_held,2024-01-22,positive,276
act_01224,ten_170,email_sent,2024-04-27,positive,180
act_01225,ten_170,email_sent,2024-02-14,neutral,253
act_01226,ten_170,call_completed,2024-05-07,positive,170
act_01227,ten_170,email_sent,2024-02-08,positive,259
act_01228,ten_170,meeting_held,2024-04-18,positive,189
act_01229,ten_170,email_sent,2024-04-28,neutral,179
act_01230,ten_170,qbr_completed,2024-01-14,neutral,284
act_01231,ten_170,email_sent,2024-04-09,neutral,198
act_01232,ten_170,meeting_held,2024-04-04,positive,203
act_01233,ten_170,email_sent,2024-04-01,neutral,206
act_01234,ten_170,qbr_completed,2024-05-05,negative,172
act_01235,ten_171,qbr_completed,2024-03-28,positive,140
act_01236,ten_171,support_ticket,2024-01-07,positive,221
act_01237,ten_171,meeting_held,2024-02-16,positive,181
act_01238,ten_172,qbr_completed,2024-04-24,neutral,118
act_01239,ten_172,call_completed,2024-06-09,neutral,72
act_01240,ten_172,support_ticket,2024-03-27,negative,146
act_01241,ten_172,call_completed,2024-06-26,neutral,55
act_01242,ten_172,email_sent,2024-04-29,positive,113
act_01243,ten_172,support_ticket,2024-03-21,positive,152
act_01244,ten_172,meeting_held,2024-02-17,neutral,185
act_01245,ten_172,email_sent,2024-06-28,positive,53
act_01246,ten_172,support_ticket,2024-06-19,negative,62
act_01247,ten_172,email_sent,2024-06-11,positive,70
act_01248,ten_172,meeting_held,2024-02-09,positive,193
act_01249,ten_173,meeting_held,2024-01-08,neutral,40
act_01250,ten_173,call_completed,2024-01-30,no_response,18
act_01251,ten_173,support_ticket,2024-01-17,negative,31
act_01252,ten_173,call_completed,2024-02-05,no_response,12
act_01253,ten_173,support_ticket,2024-01-27,negative,21
act_01254,ten_173,call_completed,2024-01-06,no_response,42
act_01255,ten_173,call_completed,2024-01-22,negative,26
act_01256,ten_174,support_ticket,2024-04-19,positive,225
act_01257,ten_174,meeting_held,2024-03-04,positive,271
act_01258,ten_174,support_ticket,2024-01-15,positive,320
act_01259,ten_174,qbr_completed,2024-06-25,positive,158
act_01260,ten_175,email_sent,2024-03-12,no_response,105
act_01261,ten_175,qbr_completed,2024-01-14,negative,163
act_01262,ten_175,call_completed,2024-02-11,neutral,135
act_01263,ten_175,call_completed,2024-01-19,positive,158
act_01264,ten_175,call_completed,2024-03-06,no_response,111
act_01265,ten_175,meeting_held,2024-04-01,no_response,85
act_01266,ten_176,qbr_completed,2024-06-11,negative,151
act_01267,ten_176,call_completed,2024-03-06,negative,248
act_01268,ten_176,qbr_completed,2024-04-09,negative,214
act_01269,ten_176,qbr_completed,2024-01-21,no_response,293
act_01270,ten_176,call_completed,2024-05-03,positive,190
act_01271,ten_176,support_ticket,2024-01-15,neutral,299
act_01272,ten_176,qbr_completed,2024-03-18,no_response,236
act_01273,ten_176,meeting_held,2024-05-13,neutral,180
act_01274,ten_176,call_completed,2024-01-24,positive,290
act_01275,ten_176,meeting_held,2024-01-12,positive,302
act_01276,ten_176,call_completed,2024-05-30,no_response,163
act_01277,ten_176,qbr_completed,2024-03-12,neutral,242
act_01278,ten_176,call_completed,2024-05-03,positive,190
act_01279,ten_176,email_sent,2024-04-09,negative,214
act_01280,ten_176,qbr_completed,2024-06-15,positive,147
act_01281,ten_176,call_completed,2024-02-17,neutral,266
act_01282,ten_176,meeting_held,2024-02-12,positive,271
act_01283,ten_176,meeting_held,2024-03-27,positive,227
act_01284,ten_177,qbr_completed,2024-03-04,positive,244
act_01285,ten_177,call_completed,2024-01-10,neutral,298
act_01286,ten_177,meeting_held,2024-04-12,no_response,205
act_01287,ten_177,meeting_held,2024-01-27,no_response,281
act_01288,ten_177,call_completed,2024-04-11,negative,206
act_01289,ten_177,support_ticket,2024-05-18,no_response,169
act_01290,ten_177,qbr_completed,2024-01-20,positive,288
act_01291,ten_177,email_sent,2024-06-03,negative,153
act_01292,ten_177,qbr_completed,2024-05-12,neutral,175
act_01293,ten_177,support_ticket,2024-02-08,neutral,269
act_01294,ten_178,call_completed,2024-04-24,positive,16
act_01295,ten_178,email_sent,2024-06-20,positive,-41
act_01296,ten_178,call_completed,2024-02-24,positive,76
act_01297,ten_178,qbr_completed,2024-06-03,no_response,-24
act_01298,ten_179,support_ticket,2024-03-22,positive,255
act_01299,ten_179,support_ticket,2024-03-12,positive,265
act_01300,ten_179,support_ticket,2024-02-28,positive,278
act_01301,ten_179,email_sent,2024-06-23,positive,162
act_01302,ten_179,meeting_held,2024-06-14,positive,171
act_01303,ten_179,call_completed,2024-06-10,positive,175
act_01304,ten_179,call_completed,2024-05-16,positive,200
act_01305,ten_179,support_ticket,2024-04-26,neutral,220
act_01306,ten_179,email_sent,2024-05-22,negative,194
act_01307,ten_180,support_ticket,2024-06-17,neutral,1
act_01308,ten_180,support_ticket,2024-05-16,positive,33
act_01309,ten_180,call_completed,2024-05-27,neutral,22
act_01310,ten_181,call_completed,2024-06-12,positive,-4
act_01311,ten_181,meeting_held,2024-04-26,positive,43
act_01312,ten_181,call_completed,2024-01-06,positive,154
act_01313,ten_181,meeting_held,2024-04-16,neutral,53
act_01314,ten_181,meeting_held,2024-03-04,neutral,96
act_01315,ten_181,email_sent,2024-05-31,positive,8
act_01316,ten_181,call_completed,2024-03-23,negative,77
act_01317,ten_181,qbr_completed,2024-05-14,positive,25
act_01318,ten_181,qbr_completed,2024-01-30,neutral,130
act_01319,ten_182,support_ticket,2024-03-06,negative,15
act_01320,ten_182,call_completed,2024-02-29,positive,21
act_01321,ten_183,support_ticket,2024-04-22,neutral,205
act_01322,ten_183,support_ticket,2024-01-19,positive,299
act_01323,ten_183,meeting_held,2024-04-30,neutral,197
act_01324,ten_183,support_ticket,2024-02-14,neutral,273
act_01325,ten_183,support_ticket,2024-06-29,negative,137
act_01326,ten_183,call_completed,2024-02-03,positive,284
act_01327,ten_183,qbr_completed,2024-02-29,neutral,258
act_01328,ten_185,support_ticket,2024-03-10,positive,161
act_01329,ten_185,qbr_completed,2024-01-29,neutral,202
act_01330,ten_185,call_completed,2024-06-24,positive,55
act_01331,ten_185,support_ticket,2024-05-08,positive,102
act_01332,ten_185,qbr_completed,2024-01-24,positive,207
act_01333,ten_185,email_sent,2024-04-06,neutral,134
act_01334,ten_185,support_ticket,2024-04-27,neutral,113
act_01335,ten_185,call_completed,2024-01-05,neutral,226
act_01336,ten_185,call_completed,2024-06-02,positive,77
act_01337,ten_185,email_sent,2024-04-19,neutral,121
act_01338,ten_185,call_completed,2024-06-01,neutral,78
act_01339,ten_185,call_completed,2024-03-08,neutral,163
act_01340,ten_185,email_sent,2024-02-23,neutral,177
act_01341,ten_186,qbr_completed,2024-08-21,no_response,115
act_01342,ten_186,support_ticket,2024-02-18,no_response,300
act_01343,ten_186,support_ticket,2024-03-26,negative,263
act_01344,ten_186,email_sent,2024-04-03,negative,255
act_01345,ten_186,support_ticket,2024-06-23,no_response,174
act_01346,ten_186,support_ticket,2024-03-27,negative,262
act_01347,ten_186,support_ticket,2024-02-22,positive,296
act_01348,ten_186,qbr_completed,2024-05-17,no_response,211
act_01349,ten_186,call_completed,2024-03-28,positive,261
act_01350,ten_186,qbr_completed,2024-04-22,neutral,236
act_01351,ten_187,email_sent,2024-03-04,positive,247
act_01352,ten_187,email_sent,2024-03-29,no_response,222
act_01353,ten_187,call_completed,2024-04-01,negative,219
act_01354,ten_187,support_ticket,2024-06-07,no_response,152
act_01355,ten_187,meeting_held,2024-05-19,positive,171
act_01356,ten_187,meeting_held,2024-01-25,positive,286
act_01357,ten_187,support_ticket,2024-05-06,neutral,184
act_01358,ten_187,call_completed,2024-06-25,positive,134
act_01359,ten_187,qbr_completed,2024-06-27,positive,132
act_01360,ten_187,support_ticket,2024-01-20,positive,291
act_01361,ten_188,email_sent,2024-01-07,positive,47
act_01362,ten_188,call_completed,2024-05-02,positive,-69
act_01363,ten_188,email_sent,2024-05-01,neutral,-68
act_01364,ten_188,email_sent,2024-03-18,positive,-24
act_01365,ten_188,call_completed,2024-01-05,positive,49
act_01366,ten_188,support_ticket,2024-06-14,positive,-112
act_01367,ten_188,qbr_completed,2024-05-12,neutral,-79
act_01368,ten_188,call_completed,2024-01-12,neutral,42
act_01369,ten_188,qbr_completed,2024-01-22,positive,32
act_01370,ten_188,meeting_held,2024-02-22,neutral,1
act_01371,ten_188,meeting_held,2024-01-24,negative,30
act_01372,ten_188,call_completed,2024-01-13,neutral,41
act_01373,ten_188,qbr_completed,2024-04-17,positive,-54
